序号	汉字	次数	频率	累计频率
3901	劾	2603	0.000%	99.852%
3902	斓	2602	0.000%	99.852%
3903	泌	2599	0.000%	99.852%
3904	拄	2598	0.000%	99.852%
3905	锏	2594	0.000%	99.853%
3906	坝	2593	0.000%	99.853%
3907	纣	2591	0.000%	99.853%
3908	谧	2591	0.000%	99.853%
3909	鲤	2591	0.000%	99.854%
3910	汲	2587	0.000%	99.854%
3911	丙	2582	0.000%	99.854%
3912	篆	2580	0.000%	99.854%
3913	嚏	2578	0.000%	99.855%
3914	潼	2576	0.000%	99.855%
3915	龇	2576	0.000%	99.855%
3916	皑	2574	0.000%	99.855%
3917	熹	2573	0.000%	99.856%
3918	渲	2571	0.000%	99.856%
3919	呓	2565	0.000%	99.856%
3920	惆	2547	0.000%	99.856%
3921	祠	2541	0.000%	99.857%
3922	梗	2540	0.000%	99.857%
3923	嚅	2537	0.000%	99.857%
3924	灶	2530	0.000%	99.857%
3925	圭	2529	0.000%	99.858%
3926	睚	2525	0.000%	99.858%
3927	茎	2524	0.000%	99.858%
3928	跚	2524	0.000%	99.858%
3929	袒	2516	0.000%	99.859%
3930	撂	2513	0.000%	99.859%
3931	螃	2513	0.000%	99.859%
3932	髻	2511	0.000%	99.859%
3933	犷	2509	0.000%	99.860%
3934	渤	2507	0.000%	99.860%
3935	滤	2507	0.000%	99.860%
3936	螓	2504	0.000%	99.860%
3937	赂	2504	0.000%	99.861%
3938	踵	2497	0.000%	99.861%
3939	糗	2486	0.000%	99.861%
3940	蛆	2484	0.000%	99.861%
3941	篱	2482	0.000%	99.862%
3942	泯	2481	0.000%	99.862%
3943	袂	2478	0.000%	99.862%
3944	岑	2471	0.000%	99.862%
3945	撬	2466	0.000%	99.863%
3946	拴	2465	0.000%	99.863%
3947	嗲	2462	0.000%	99.863%
3948	晤	2461	0.000%	99.863%
3949	矶	2457	0.000%	99.864%
3950	靼	2456	0.000%	99.864%
3951	凋	2453	0.000%	99.864%
3952	碳	2449	0.000%	99.864%
3953	骠	2443	0.000%	99.865%
3954	渝	2439	0.000%	99.865%
3955	萃	2438	0.000%	99.865%
3956	晔	2436	0.000%	99.865%
3957	醺	2436	0.000%	99.866%
3958	馈	2436	0.000%	99.866%
3959	幌	2433	0.000%	99.866%
3960	赧	2433	0.000%	99.866%
3961	嗬	2425	0.000%	99.867%
3962	嘹	2420	0.000%	99.867%
3963	荤	2420	0.000%	99.867%
3964	卯	2418	0.000%	99.867%
3965	麓	2418	0.000%	99.868%
3966	峒	2416	0.000%	99.868%
3967	羚	2415	0.000%	99.868%
3968	鸨	2415	0.000%	99.868%
3969	俸	2414	0.000%	99.868%
3970	抠	2410	0.000%	99.869%
3971	梆	2403	0.000%	99.869%
3972	噌	2400	0.000%	99.869%
3973	氤	2397	0.000%	99.869%
3974	裆	2395	0.000%	99.870%
3975	菡	2386	0.000%	99.870%
3976	涸	2385	0.000%	99.870%
3977	釜	2384	0.000%	99.870%
3978	僖	2379	0.000%	99.871%
3979	褥	2374	0.000%	99.871%
3980	囤	2372	0.000%	99.871%
3981	舫	2369	0.000%	99.871%
3982	毓	2367	0.000%	99.872%
3983	贮	2365	0.000%	99.872%
3984	盅	2356	0.000%	99.872%
3985	睐	2356	0.000%	99.872%
3986	苜	2355	0.000%	99.872%
3987	婵	2340	0.000%	99.873%
3988	痉	2334	0.000%	99.873%
3989	涤	2329	0.000%	99.873%
3990	硫	2326	0.000%	99.873%
3991	饺	2325	0.000%	99.874%
3992	椭	2323	0.000%	99.874%
3993	氲	2318	0.000%	99.874%
3994	挛	2303	0.000%	99.874%
3995	腼	2301	0.000%	99.875%
3996	镭	2301	0.000%	99.875%
3997	蹒	2300	0.000%	99.875%
3998	渭	2297	0.000%	99.875%
3999	甭	2297	0.000%	99.875%
4000	瞰	2294	0.000%	99.876%
4001	笺	2294	0.000%	99.876%
4002	谪	2293	0.000%	99.876%
4003	渥	2285	0.000%	99.876%
4004	翌	2285	0.000%	99.877%
4005	隗	2285	0.000%	99.877%
4006	嗫	2280	0.000%	99.877%
4007	怏	2275	0.000%	99.877%
4008	绔	2273	0.000%	99.877%
4009	鳅	2270	0.000%	99.878%
4010	堑	2268	0.000%	99.878%
4011	沓	2251	0.000%	99.878%
4012	溯	2251	0.000%	99.878%
4013	颐	2250	0.000%	99.879%
4014	疵	2245	0.000%	99.879%
4015	霈	2244	0.000%	99.879%
4016	跤	2242	0.000%	99.879%
4017	苋	2237	0.000%	99.879%
4018	琬	2234	0.000%	99.880%
4019	甥	2234	0.000%	99.880%
4020	蚌	2233	0.000%	99.880%
4021	蜻	2233	0.000%	99.880%
4022	翟	2231	0.000%	99.881%
4023	癖	2220	0.000%	99.881%
4024	蝼	2217	0.000%	99.881%
4025	啾	2210	0.000%	99.881%
4026	卞	2209	0.000%	99.881%
4027	咿	2209	0.000%	99.882%
4028	韶	2209	0.000%	99.882%
4029	唷	2207	0.000%	99.882%
4030	蔬	2207	0.000%	99.882%
4031	毡	2204	0.000%	99.883%
4032	弋	2193	0.000%	99.883%
4033	怂	2193	0.000%	99.883%
4034	霁	2188	0.000%	99.883%
4035	泞	2185	0.000%	99.883%
4036	藕	2185	0.000%	99.884%
4037	鳖	2183	0.000%	99.884%
4038	掬	2182	0.000%	99.884%
4039	蟑	2181	0.000%	99.884%
4040	嗝	2171	0.000%	99.884%
4041	晾	2170	0.000%	99.885%
4042	桉	2167	0.000%	99.885%
4043	咤	2164	0.000%	99.885%
4044	霾	2159	0.000%	99.885%
4045	撰	2157	0.000%	99.886%
4046	桔	2157	0.000%	99.886%
4047	炕	2150	0.000%	99.886%
4048	臾	2127	0.000%	99.886%
4049	哐	2125	0.000%	99.886%
4050	瞌	2118	0.000%	99.887%
4051	圃	2117	0.000%	99.887%
4052	恸	2114	0.000%	99.887%
4053	岖	2112	0.000%	99.887%
4054	阂	2107	0.000%	99.887%
4055	璞	2096	0.000%	99.888%
4056	猊	2095	0.000%	99.888%
4057	汐	2091	0.000%	99.888%
4058	臌	2090	0.000%	99.888%
4059	獒	2088	0.000%	99.888%
4060	倡	2084	0.000%	99.889%
4061	臊	2084	0.000%	99.889%
4062	嗥	2079	0.000%	99.889%
4063	剽	2075	0.000%	99.889%
4064	俭	2071	0.000%	99.890%
4065	咨	2068	0.000%	99.890%
4066	笠	2061	0.000%	99.890%
4067	忏	2054	0.000%	99.890%
4068	秤	2050	0.000%	99.890%
4069	忤	2048	0.000%	99.891%
4070	啵	2047	0.000%	99.891%
4071	灸	2046	0.000%	99.891%
4072	蛹	2045	0.000%	99.891%
4073	畿	2044	0.000%	99.891%
4074	颉	2040	0.000%	99.892%
4075	殛	2039	0.000%	99.892%
4076	妤	2036	0.000%	99.892%
4077	搪	2036	0.000%	99.892%
4078	缆	2036	0.000%	99.892%
4079	琛	2033	0.000%	99.893%
4080	粲	2021	0.000%	99.893%
4081	橱	2017	0.000%	99.893%
4082	淀	2017	0.000%	99.893%
4083	垛	2014	0.000%	99.893%
4084	瘤	2013	0.000%	99.894%
4085	鹦	2011	0.000%	99.894%
4086	肾	2010	0.000%	99.894%
4087	觊	2008	0.000%	99.894%
4088	圳	2006	0.000%	99.894%
4089	雹	2006	0.000%	99.895%
4090	褂	2001	0.000%	99.895%
4091	邕	2000	0.000%	99.895%
4092	钛	1994	0.000%	99.895%
4093	挎	1992	0.000%	99.895%
4094	觎	1990	0.000%	99.896%
4095	辘	1987	0.000%	99.896%
4096	纺	1972	0.000%	99.896%
4097	鹉	1972	0.000%	99.896%
4098	恿	1964	0.000%	99.896%
4099	糯	1961	0.000%	99.896%
4100	鬃	1961	0.000%	99.897%
4101	榆	1959	0.000%	99.897%
4102	祗	1959	0.000%	99.897%
4103	胚	1959	0.000%	99.897%
4104	揶	1952	0.000%	99.897%
4105	辄	1945	0.000%	99.898%
4106	鹞	1945	0.000%	99.898%
4107	杳	1941	0.000%	99.898%
4108	咝	1939	0.000%	99.898%
4109	潋	1937	0.000%	99.898%
4110	玷	1937	0.000%	99.899%
4111	豺	1935	0.000%	99.899%
4112	嗵	1929	0.000%	99.899%
4113	坳	1928	0.000%	99.899%
4114	揄	1928	0.000%	99.899%
4115	螭	1928	0.000%	99.900%
4116	犸	1927	0.000%	99.900%
4117	魍	1926	0.000%	99.900%
4118	撵	1923	0.000%	99.900%
4119	炜	1920	0.000%	99.900%
4120	摁	1917	0.000%	99.901%
4121	捎	1915	0.000%	99.901%
4122	颦	1909	0.000%	99.901%
4123	箩	1907	0.000%	99.901%
4124	汜	1902	0.000%	99.901%
4125	潦	1898	0.000%	99.901%
4126	蚯	1890	0.000%	99.902%
4127	觐	1890	0.000%	99.902%
4128	肇	1889	0.000%	99.902%
4129	啕	1885	0.000%	99.902%
4130	芋	1884	0.000%	99.902%
4131	镀	1884	0.000%	99.903%
4132	坷	1880	0.000%	99.903%
4133	荃	1880	0.000%	99.903%
4134	翊	1877	0.000%	99.903%
4135	赈	1867	0.000%	99.903%
4136	淇	1860	0.000%	99.903%
4137	琮	1857	0.000%	99.904%
4138	濑	1856	0.000%	99.904%
4139	湄	1854	0.000%	99.904%
4140	骊	1853	0.000%	99.904%
4141	脓	1852	0.000%	99.904%
4142	郸	1850	0.000%	99.905%
4143	篑	1845	0.000%	99.905%
4144	粱	1842	0.000%	99.905%
4145	睥	1840	0.000%	99.905%
4146	犄	1837	0.000%	99.905%
4147	魉	1836	0.000%	99.906%
4148	齑	1835	0.000%	99.906%
4149	徙	1834	0.000%	99.906%
4150	柿	1833	0.000%	99.906%
4151	苯	1833	0.000%	99.906%
4152	骥	1832	0.000%	99.906%
4153	幔	1831	0.000%	99.907%
4154	阗	1818	0.000%	99.907%
4155	哂	1816	0.000%	99.907%
4156	罔	1810	0.000%	99.907%
4157	惰	1807	0.000%	99.907%
4158	辇	1806	0.000%	99.907%
4159	悼	1802	0.000%	99.908%
4160	宸	1801	0.000%	99.908%
4161	纰	1795	0.000%	99.908%
4162	裟	1795	0.000%	99.908%
4163	颚	1794	0.000%	99.908%
4164	旃	1784	0.000%	99.909%
4165	荦	1779	0.000%	99.909%
4166	蚓	1779	0.000%	99.909%
4167	趄	1778	0.000%	99.909%
4168	趔	1773	0.000%	99.909%
4169	啻	1766	0.000%	99.909%
4170	嵘	1763	0.000%	99.910%
4171	讹	1759	0.000%	99.910%
4172	垦	1750	0.000%	99.910%
4173	暹	1748	0.000%	99.910%
4174	蠡	1744	0.000%	99.910%
4175	囵	1741	0.000%	99.910%
4176	斡	1740	0.000%	99.911%
4177	摒	1739	0.000%	99.911%
4178	遢	1732	0.000%	99.911%
4179	轲	1729	0.000%	99.911%
4180	堰	1726	0.000%	99.911%
4181	湍	1720	0.000%	99.911%
4182	蘅	1720	0.000%	99.912%
4183	诽	1715	0.000%	99.912%
4184	魈	1714	0.000%	99.912%
4185	锚	1711	0.000%	99.912%
4186	袤	1707	0.000%	99.912%
4187	鼾	1705	0.000%	99.913%
4188	恪	1702	0.000%	99.913%
4189	褶	1702	0.000%	99.913%
4190	恣	1699	0.000%	99.913%
4191	倨	1698	0.000%	99.913%
4192	癌	1698	0.000%	99.913%
4193	漳	1695	0.000%	99.914%
4194	薯	1695	0.000%	99.914%
4195	腴	1689	0.000%	99.914%
4196	洵	1688	0.000%	99.914%
4197	瑁	1688	0.000%	99.914%
4198	沽	1687	0.000%	99.914%
4199	掸	1685	0.000%	99.915%
4200	耙	1684	0.000%	99.915%
4201	邋	1683	0.000%	99.915%
4202	谙	1678	0.000%	99.915%
4203	犁	1677	0.000%	99.915%
4204	硅	1677	0.000%	99.915%
4205	迄	1671	0.000%	99.916%
4206	嫔	1670	0.000%	99.916%
4207	玳	1670	0.000%	99.916%
4208	淅	1668	0.000%	99.916%
4209	骡	1665	0.000%	99.916%
4210	嘣	1662	0.000%	99.916%
4211	袄	1662	0.000%	99.917%
4212	谲	1662	0.000%	99.917%
4213	瘠	1661	0.000%	99.917%
4214	壬	1655	0.000%	99.917%
4215	孪	1654	0.000%	99.917%
4216	忻	1654	0.000%	99.917%
4217	侨	1649	0.000%	99.917%
4218	脐	1647	0.000%	99.918%
4219	孱	1646	0.000%	99.918%
4220	噫	1634	0.000%	99.918%
4221	痰	1633	0.000%	99.918%
4222	皿	1633	0.000%	99.918%
4223	羯	1633	0.000%	99.918%
4224	沅	1630	0.000%	99.919%
4225	噶	1629	0.000%	99.919%
4226	叵	1628	0.000%	99.919%
4227	蔫	1628	0.000%	99.919%
4228	愠	1624	0.000%	99.919%
4229	淄	1621	0.000%	99.919%
4230	鲛	1621	0.000%	99.920%
4231	彗	1615	0.000%	99.920%
4232	癞	1615	0.000%	99.920%
4233	袈	1613	0.000%	99.920%
4234	遑	1609	0.000%	99.920%
4235	骧	1606	0.000%	99.920%
4236	蜗	1604	0.000%	99.921%
4237	褛	1603	0.000%	99.921%
4238	镑	1593	0.000%	99.921%
4239	涓	1592	0.000%	99.921%
4240	褴	1590	0.000%	99.921%
4241	揩	1586	0.000%	99.921%
4242	镣	1583	0.000%	99.921%
4243	琊	1582	0.000%	99.922%
4244	炖	1580	0.000%	99.922%
4245	禺	1574	0.000%	99.922%
4246	瘁	1567	0.000%	99.922%
4247	罂	1563	0.000%	99.922%
4248	馥	1560	0.000%	99.922%
4249	郦	1558	0.000%	99.923%
4250	嶙	1555	0.000%	99.923%
4251	潢	1555	0.000%	99.923%
4252	讧	1544	0.000%	99.923%
4253	夔	1543	0.000%	99.923%
4254	镂	1541	0.000%	99.923%
4255	酆	1540	0.000%	99.923%
4256	涮	1537	0.000%	99.924%
4257	怵	1535	0.000%	99.924%
4258	澹	1533	0.000%	99.924%
4259	孬	1530	0.000%	99.924%
4260	豚	1526	0.000%	99.924%
4261	桧	1521	0.000%	99.924%
4262	臃	1516	0.000%	99.925%
4263	迩	1516	0.000%	99.925%
4264	篓	1515	0.000%	99.925%
4265	偻	1513	0.000%	99.925%
4266	銮	1511	0.000%	99.925%
4267	偕	1507	0.000%	99.925%
4268	泠	1506	0.000%	99.925%
4269	掖	1504	0.000%	99.926%
4270	樵	1504	0.000%	99.926%
4271	徵	1503	0.000%	99.926%
4272	蔻	1501	0.000%	99.926%
4273	遽	1497	0.000%	99.926%
4274	挞	1495	0.000%	99.926%
4275	臼	1487	0.000%	99.926%
4276	燧	1485	0.000%	99.927%
4277	碉	1477	0.000%	99.927%
4278	摞	1476	0.000%	99.927%
4279	臆	1472	0.000%	99.927%
4280	夙	1467	0.000%	99.927%
4281	麝	1467	0.000%	99.927%
4282	抒	1461	0.000%	99.927%
4283	轧	1453	0.000%	99.928%
4284	蒯	1446	0.000%	99.928%
4285	瞿	1445	0.000%	99.928%
4286	仞	1444	0.000%	99.928%
4287	鄢	1444	0.000%	99.928%
4288	鏖	1443	0.000%	99.928%
4289	帚	1442	0.000%	99.928%
4290	粤	1442	0.000%	99.929%
4291	椰	1440	0.000%	99.929%
4292	煊	1439	0.000%	99.929%
4293	盂	1439	0.000%	99.929%
4294	峋	1438	0.000%	99.929%
4295	憩	1437	0.000%	99.929%
4296	蓁	1434	0.000%	99.929%
4297	侗	1429	0.000%	99.930%
4298	阜	1429	0.000%	99.930%
4299	戛	1428	0.000%	99.930%
4300	庖	1426	0.000%	99.930%
4301	佻	1425	0.000%	99.930%
4302	匮	1420	0.000%	99.930%
4303	芹	1416	0.000%	99.930%
4304	蜓	1411	0.000%	99.931%
4305	榄	1410	0.000%	99.931%
4306	诋	1408	0.000%	99.931%
4307	遨	1402	0.000%	99.931%
4308	夥	1399	0.000%	99.931%
4309	痣	1396	0.000%	99.931%
4310	盹	1396	0.000%	99.931%
4311	泱	1393	0.000%	99.932%
4312	镳	1390	0.000%	99.932%
4313	忪	1386	0.000%	99.932%
4314	姣	1381	0.000%	99.932%
4315	镐	1380	0.000%	99.932%
4316	卟	1377	0.000%	99.932%
4317	噙	1375	0.000%	99.932%
4318	捱	1368	0.000%	99.933%
4319	犒	1366	0.000%	99.933%
4320	犊	1365	0.000%	99.933%
4321	腺	1360	0.000%	99.933%
4322	蓟	1360	0.000%	99.933%
4323	荑	1359	0.000%	99.933%
4324	傥	1358	0.000%	99.933%
4325	馊	1353	0.000%	99.933%
4326	碴	1352	0.000%	99.934%
4327	洱	1349	0.000%	99.934%
4328	鸢	1343	0.000%	99.934%
4329	帼	1342	0.000%	99.934%
4330	踮	1342	0.000%	99.934%
4331	蹩	1342	0.000%	99.934%
4332	跆	1340	0.000%	99.934%
4333	喟	1339	0.000%	99.935%
4334	倜	1338	0.000%	99.935%
4335	泗	1336	0.000%	99.935%
4336	闾	1336	0.000%	99.935%
4337	幄	1326	0.000%	99.935%
4338	濡	1326	0.000%	99.935%
4339	岷	1325	0.000%	99.935%
4340	鸶	1325	0.000%	99.935%
4341	粽	1323	0.000%	99.936%
4342	蝈	1315	0.000%	99.936%
4343	闳	1315	0.000%	99.936%
4344	怩	1314	0.000%	99.936%
4345	佝	1310	0.000%	99.936%
4346	芍	1310	0.000%	99.936%
4347	谀	1310	0.000%	99.936%
4348	奂	1308	0.000%	99.937%
4349	冗	1305	0.000%	99.937%
4350	猷	1300	0.000%	99.937%
4351	箕	1295	0.000%	99.937%
4352	隽	1295	0.000%	99.937%
4353	堇	1290	0.000%	99.937%
4354	萼	1290	0.000%	99.937%
4355	忸	1287	0.000%	99.937%
4356	戌	1287	0.000%	99.938%
4357	筵	1281	0.000%	99.938%
4358	濠	1279	0.000%	99.938%
4359	珩	1279	0.000%	99.938%
4360	愫	1278	0.000%	99.938%
4361	倌	1276	0.000%	99.938%
4362	沂	1276	0.000%	99.938%
4363	狒	1275	0.000%	99.938%
4364	淆	1272	0.000%	99.939%
4365	燮	1271	0.000%	99.939%
4366	喙	1268	0.000%	99.939%
4367	诌	1268	0.000%	99.939%
4368	颛	1266	0.000%	99.939%
4369	摹	1265	0.000%	99.939%
4370	锹	1264	0.000%	99.939%
4371	檄	1263	0.000%	99.939%
4372	鳍	1263	0.000%	99.940%
4373	骛	1260	0.000%	99.940%
4374	椁	1259	0.000%	99.940%
4375	翦	1258	0.000%	99.940%
4376	鹧	1258	0.000%	99.940%
4377	娼	1256	0.000%	99.940%
4378	弭	1252	0.000%	99.940%
4379	睑	1241	0.000%	99.940%
4380	漕	1238	0.000%	99.941%
4381	贰	1238	0.000%	99.941%
4382	槿	1235	0.000%	99.941%
4383	宕	1233	0.000%	99.941%
4384	砺	1227	0.000%	99.941%
4385	雉	1227	0.000%	99.941%
4386	鸪	1225	0.000%	99.941%
4387	汶	1222	0.000%	99.941%
4388	赣	1218	0.000%	99.941%
4389	轶	1215	0.000%	99.942%
4390	钊	1211	0.000%	99.942%
4391	橇	1208	0.000%	99.942%
4392	刽	1207	0.000%	99.942%
4393	浣	1205	0.000%	99.942%
4394	钺	1205	0.000%	99.942%
4395	谗	1202	0.000%	99.942%
4396	悖	1199	0.000%	99.942%
4397	獗	1198	0.000%	99.943%
4398	祚	1196	0.000%	99.943%
4399	荥	1194	0.000%	99.943%
4400	丶	1193	0.000%	99.943%
4401	槟	1192	0.000%	99.943%
4402	箬	1189	0.000%	99.943%
4403	繇	1187	0.000%	99.943%
4404	莆	1177	0.000%	99.943%
4405	诠	1177	0.000%	99.944%
4406	浃	1174	0.000%	99.944%
4407	牒	1173	0.000%	99.944%
4408	艮	1172	0.000%	99.944%
4409	麋	1172	0.000%	99.944%
4410	搡	1163	0.000%	99.944%
4411	岈	1161	0.000%	99.944%
4412	唳	1158	0.000%	99.944%
4413	忾	1156	0.000%	99.944%
4414	妪	1152	0.000%	99.945%
4415	霰	1152	0.000%	99.945%
4416	纾	1151	0.000%	99.945%
4417	蚱	1148	0.000%	99.945%
4418	谤	1148	0.000%	99.945%
4419	呷	1147	0.000%	99.945%
4420	撸	1143	0.000%	99.945%
4421	狻	1143	0.000%	99.945%
4422	蕙	1141	0.000%	99.945%
4423	昴	1135	0.000%	99.946%
4424	杈	1135	0.000%	99.946%
4425	怆	1133	0.000%	99.946%
4426	贻	1131	0.000%	99.946%
4427	缮	1128	0.000%	99.946%
4428	绉	1126	0.000%	99.946%
4429	鸩	1124	0.000%	99.946%
4430	砥	1123	0.000%	99.946%
4431	俪	1117	0.000%	99.946%
4432	彝	1116	0.000%	99.947%
4433	橄	1114	0.000%	99.947%
4434	攫	1113	0.000%	99.947%
4435	汾	1113	0.000%	99.947%
4436	膘	1111	0.000%	99.947%
4437	赳	1111	0.000%	99.947%
4438	鹄	1110	0.000%	99.947%
4439	邈	1107	0.000%	99.947%
4440	滟	1103	0.000%	99.947%
4441	恁	1099	0.000%	99.948%
4442	坯	1096	0.000%	99.948%
4443	邝	1096	0.000%	99.948%
4444	磬	1095	0.000%	99.948%
4445	陲	1093	0.000%	99.948%
4446	沏	1091	0.000%	99.948%
4447	缙	1091	0.000%	99.948%
4448	畸	1090	0.000%	99.948%
4449	蹇	1090	0.000%	99.948%
4450	铝	1085	0.000%	99.949%
4451	舀	1084	0.000%	99.949%
4452	匝	1078	0.000%	99.949%
4453	佞	1077	0.000%	99.949%
4454	箐	1076	0.000%	99.949%
4455	阚	1076	0.000%	99.949%
4456	钠	1073	0.000%	99.949%
4457	泾	1072	0.000%	99.949%
4458	坂	1071	0.000%	99.949%
4459	腓	1067	0.000%	99.949%
4460	掇	1065	0.000%	99.950%
4461	驽	1064	0.000%	99.950%
4462	迤	1060	0.000%	99.950%
4463	氢	1058	0.000%	99.950%
4464	鞅	1056	0.000%	99.950%
4465	蹶	1051	0.000%	99.950%
4466	讼	1049	0.000%	99.950%
4467	哔	1046	0.000%	99.950%
4468	嫒	1044	0.000%	99.950%
4469	蘸	1044	0.000%	99.951%
4470	佥	1043	0.000%	99.951%
4471	炷	1043	0.000%	99.951%
4472	哺	1037	0.000%	99.951%
4473	垩	1032	0.000%	99.951%
4474	磺	1025	0.000%	99.951%
4475	钏	1024	0.000%	99.951%
4476	氅	1023	0.000%	99.951%
4477	僮	1015	0.000%	99.951%
4478	皋	1013	0.000%	99.951%
4479	逅	1013	0.000%	99.952%
4480	胛	1011	0.000%	99.952%
4481	遛	1008	0.000%	99.952%
4482	涿	1005	0.000%	99.952%
4483	糠	1004	0.000%	99.952%
4484	翕	1003	0.000%	99.952%
4485	呔	1001	0.000%	99.952%
4486	衩	1001	0.000%	99.952%
4487	诘	995	0.000%	99.952%
4488	鳗	994	0.000%	99.952%
4489	翳	993	0.000%	99.953%
4490	髦	992	0.000%	99.953%
4491	锺	989	0.000%	99.953%
4492	苓	987	0.000%	99.953%
4493	姹	985	0.000%	99.953%
4494	浒	984	0.000%	99.953%
4495	跖	984	0.000%	99.953%
4496	铄	984	0.000%	99.953%
4497	敕	981	0.000%	99.953%
4498	荔	977	0.000%	99.953%
4499	巽	975	0.000%	99.953%
4500	舶	973	0.000%	99.954%
4501	佶	969	0.000%	99.954%
4502	娣	964	0.000%	99.954%
4503	濮	963	0.000%	99.954%
4504	嗑	962	0.000%	99.954%
4505	膻	961	0.000%	99.954%
4506	懑	960	0.000%	99.954%
4507	颀	960	0.000%	99.954%
4508	豸	959	0.000%	99.954%
4509	儆	956	0.000%	99.954%
4510	貉	954	0.000%	99.955%
4511	莓	953	0.000%	99.955%
4512	仨	952	0.000%	99.955%
4513	藜	951	0.000%	99.955%
4514	厩	950	0.000%	99.955%
4515	肪	950	0.000%	99.955%
4516	圜	949	0.000%	99.955%
4517	刎	945	0.000%	99.955%
4518	秣	945	0.000%	99.955%
4519	钜	945	0.000%	99.955%
4520	蜍	943	0.000%	99.955%
4521	汨	940	0.000%	99.956%
4522	孚	936	0.000%	99.956%
4523	邂	933	0.000%	99.956%
4524	舄	932	0.000%	99.956%
4525	聒	931	0.000%	99.956%
4526	呶	930	0.000%	99.956%
4527	谒	930	0.000%	99.956%
4528	戗	926	0.000%	99.956%
4529	莜	925	0.000%	99.956%
4530	泸	924	0.000%	99.956%
4531	阪	924	0.000%	99.956%
4532	椋	922	0.000%	99.957%
4533	扪	920	0.000%	99.957%
4534	聃	918	0.000%	99.957%
4535	舐	918	0.000%	99.957%
4536	逖	918	0.000%	99.957%
4537	猡	917	0.000%	99.957%
4538	邙	914	0.000%	99.957%
4539	姝	911	0.000%	99.957%
4540	汕	911	0.000%	99.957%
4541	剜	909	0.000%	99.957%
4542	佰	904	0.000%	99.957%
4543	绶	901	0.000%	99.958%
4544	罄	901	0.000%	99.958%
4545	龅	899	0.000%	99.958%
4546	蛀	898	0.000%	99.958%
4547	焊	895	0.000%	99.958%
4548	昶	892	0.000%	99.958%
4549	沱	891	0.000%	99.958%
4550	蜚	891	0.000%	99.958%
4551	谩	889	0.000%	99.958%
4552	砝	888	0.000%	99.958%
4553	埔	887	0.000%	99.958%
4554	螟	887	0.000%	99.959%
4555	衾	886	0.000%	99.959%
4556	耘	883	0.000%	99.959%
4557	竣	879	0.000%	99.959%
4558	蛭	879	0.000%	99.959%
4559	恹	877	0.000%	99.959%
4560	谆	877	0.000%	99.959%
4561	裨	876	0.000%	99.959%
4562	赝	876	0.000%	99.959%
4563	俾	874	0.000%	99.959%
4564	氐	873	0.000%	99.959%
4565	湫	872	0.000%	99.960%
4566	俟	871	0.000%	99.960%
4567	昀	868	0.000%	99.960%
4568	滇	867	0.000%	99.960%
4569	嗳	863	0.000%	99.960%
4570	鸵	862	0.000%	99.960%
4571	蒺	861	0.000%	99.960%
4572	樽	858	0.000%	99.960%
4573	诃	856	0.000%	99.960%
4574	涪	849	0.000%	99.960%
4575	踊	846	0.000%	99.960%
4576	琏	845	0.000%	99.960%
4577	淙	844	0.000%	99.961%
4578	蹴	840	0.000%	99.961%
4579	葩	835	0.000%	99.961%
4580	矍	832	0.000%	99.961%
4581	溥	831	0.000%	99.961%
4582	荏	831	0.000%	99.961%
4583	藓	830	0.000%	99.961%
4584	潸	827	0.000%	99.961%
4585	黜	824	0.000%	99.961%
4586	浚	822	0.000%	99.961%
4587	煅	821	0.000%	99.961%
4588	笆	818	0.000%	99.961%
4589	诮	818	0.000%	99.962%
4590	谡	817	0.000%	99.962%
4591	坨	816	0.000%	99.962%
4592	淞	816	0.000%	99.962%
4593	铤	815	0.000%	99.962%
4594	绥	814	0.000%	99.962%
4595	犟	812	0.000%	99.962%
4596	楔	810	0.000%	99.962%
4597	俦	809	0.000%	99.962%
4598	桢	809	0.000%	99.962%
4599	猕	806	0.000%	99.962%
4600	菠	806	0.000%	99.962%
4601	跛	806	0.000%	99.962%
4602	鱿	805	0.000%	99.963%
4603	恫	804	0.000%	99.963%
4604	瘌	804	0.000%	99.963%
4605	诰	804	0.000%	99.963%
4606	滂	801	0.000%	99.963%
4607	葭	801	0.000%	99.963%
4608	獐	798	0.000%	99.963%
4609	饪	797	0.000%	99.963%
4610	殄	796	0.000%	99.963%
4611	佃	795	0.000%	99.963%
4612	噱	795	0.000%	99.963%
4613	醐	792	0.000%	99.963%
4614	锉	792	0.000%	99.963%
4615	崧	789	0.000%	99.964%
4616	戊	786	0.000%	99.964%
4617	砧	784	0.000%	99.964%
4618	抨	781	0.000%	99.964%
4619	牦	781	0.000%	99.964%
4620	榷	777	0.000%	99.964%
4621	跻	777	0.000%	99.964%
4622	槊	776	0.000%	99.964%
4623	醍	776	0.000%	99.964%
4624	囱	775	0.000%	99.964%
4625	祛	775	0.000%	99.964%
4626	葳	775	0.000%	99.964%
4627	谚	775	0.000%	99.964%
4628	逡	774	0.000%	99.965%
4629	鎏	773	0.000%	99.965%
4630	绺	772	0.000%	99.965%
4631	灞	770	0.000%	99.965%
4632	绡	770	0.000%	99.965%
4633	玖	768	0.000%	99.965%
4634	茁	768	0.000%	99.965%
4635	诳	768	0.000%	99.965%
4636	骓	768	0.000%	99.965%
4637	谟	767	0.000%	99.965%
4638	咩	765	0.000%	99.965%
4639	哓	762	0.000%	99.965%
