詞頻序號	詞目	出現頻次	累積頻次	累積百分比
60929	踵骨結	1	527054	99.375706
60930	輻射光	1	527055	99.375895
60931	輻射性	1	527056	99.376084
60932	輻射性岩石	1	527057	99.376273
60933	輻射能	1	527058	99.376462
60934	輻射塵	1	527059	99.376651
60935	輻射鋼筋	1	527060	99.376840
60936	輻射牆	1	527061	99.377029
60937	輸入法	1	527062	99.377218
60938	輸不起	1	527063	99.377407
60939	輸出入銀行	1	527064	99.377596
60940	輸出扭力	1	527065	99.377785
60941	輸出值	1	527066	99.377974
60942	輸出量	1	527067	99.378163
60943	輸出額	1	527068	99.378352
60944	輸卵管炎	1	527069	99.378541
60945	輸球	1	527070	99.378730
60946	輸誠	1	527071	99.378919
60947	輸熱網	1	527072	99.379108
60948	辨偽	1	527073	99.379297
60949	辨務署長	1	527074	99.379486
60950	辨疑	1	527075	99.379675
60951	辦公大樓症候群	1	527076	99.379864
60952	辦公室自動化	1	527077	99.380053
60953	辦公處	1	527078	99.380242
60954	辦公椅	1	527079	99.380431
60955	辦公樓	1	527080	99.380620
60956	辦手續	1	527081	99.380809
60957	辦妥	1	527082	99.380998
60958	辦案	1	527083	99.381187
60959	遵從	1	527084	99.381376
60960	選手村	1	527085	99.381565
60961	選片	1	527086	99.381754
60962	選本	1	527087	99.381943
60963	選用件	1	527088	99.382132
60964	選任	1	527089	99.382321
60965	選局	1	527090	99.382510
60966	選角	1	527091	99.382699
60967	選美賽	1	527092	99.382888
60968	選校	1	527093	99.383077
60969	選期	1	527094	99.383266
60970	選萃	1	527095	99.383455
60971	選填	1	527096	99.383644
60972	選擇權	1	527097	99.383833
60973	選舉人	1	527098	99.384022
60974	選舉消渴症	1	527099	99.384211
60975	選舉期	1	527100	99.384400
60976	選舉團	1	527101	99.384589
60977	遲延	1	527102	99.384778
60978	遲浩田	1	527103	99.384967
60979	遲眠	1	527104	99.385156
60980	遲婚	1	527105	99.385345
60981	遲遲疑疑	1	527106	99.385534
60982	遼東	1	527107	99.385723
60983	遼河	1	527108	99.385912
60984	遼寧省	1	527109	99.386101
60985	遼遠	1	527110	99.386290
60986	遼瀋戰役	1	527111	99.386479
60987	遺世獨立	1	527112	99.386668
60988	遺民	1	527113	99.386857
60989	遺老	1	527114	99.387046
60990	遺志	1	527115	99.387235
60991	遺言	1	527116	99.387424
60992	遺恨	1	527117	99.387613
60993	遺缺	1	527118	99.387802
60994	遺臭萬年	1	527119	99.387991
60995	遺骨	1	527120	99.388180
60996	遺詔	1	527121	99.388369
60997	遺傳工程學家	1	527122	99.388558
60998	遺傳因子	1	527123	99.388747
60999	遺傳性	1	527124	99.388936
61000	遺傳病	1	527125	99.389125
61001	遺傳學研究所	1	527126	99.389314
61002	遺落	1	527127	99.389503
61003	遺聞軼事	1	527128	99.389692
61004	遺誤	1	527129	99.389881
61005	遺憾終生	1	527130	99.390070
61006	遺贈稅法	1	527131	99.390259
61007	錶鐲	1	527132	99.390448
61008	鋸子	1	527133	99.390637
61009	鋸角	1	527134	99.390826
61010	鋸琴	1	527135	99.391015
61011	鋸緣青蟹	1	527136	99.391204
61012	鋸齒形	1	527137	99.391393
61013	鋸齒狀	1	527138	99.391582
61014	錯用	1	527139	99.391771
61015	錯位牙	1	527140	99.391960
61016	錯位齒	1	527141	99.392149
61017	錯的	1	527142	99.392338
61018	錯配	1	527143	99.392527
61019	錯開	1	527144	99.392716
61020	錯落有致	1	527145	99.392905
61021	錯漏	1	527146	99.393094
61022	錯認	1	527147	99.393283
61023	錯誤的第一步	1	527148	99.393472
61024	錯錯落落	1	527149	99.393661
61025	錯體俏佳人	1	527150	99.393850
61026	錢大群	1	527151	99.394039
61027	錢世英	1	527152	99.394228
61028	錢玉蓮	1	527153	99.394417
61029	錢坑	1	527154	99.394606
61030	錢局	1	527155	99.394795
61031	錢脈	1	527156	99.394984
61032	錢莊	1	527157	99.395173
61033	錢途	1	527158	99.395362
61034	錢塘江	1	527159	99.395551
61035	錢塘潮	1	527160	99.395740
61036	錢數	1	527161	99.395929
61037	錢鋼	1	527162	99.396118
61038	錢聲遠	1	527163	99.396307
61039	錢櫃床	1	527164	99.396496
61040	錢癬	1	527165	99.396685
61041	鋼架	1	527166	99.396874
61042	鋼容器	1	527167	99.397063
61043	鋼砲	1	527168	99.397252
61044	鋼釘	1	527169	99.397441
61045	鋼骨結構體	1	527170	99.397630
61046	鋼條	1	527171	99.397819
61047	鋼琴家	1	527172	99.398008
61048	鋼琴師	1	527173	99.398197
61049	鋼琴書	1	527174	99.398386
61050	鋼筆	1	527175	99.398575
61051	鋼筋屋	1	527176	99.398764
61052	鋼絲絨	1	527177	99.398953
61053	鋼模	1	527178	99.399142
61054	鋼鋁業	1	527179	99.399331
61055	鋼鐵股	1	527180	99.399520
61056	錫達斯	1	527181	99.399709
61057	錫蘭茶	1	527182	99.399898
61058	錄音界	1	527183	99.400087
61059	錄音器材	1	527184	99.400276
61060	錄影商	1	527185	99.400465
61061	錄影帶店	1	527186	99.400654
61062	錐心之痛	1	527187	99.400843
61063	錐形	1	527188	99.401032
61064	錐胸	1	527189	99.401221
61065	錦衣衛	1	527190	99.401410
61066	錦湖	1	527191	99.401599
61067	錦標	1	527192	99.401788
61068	錦繡河山	1	527193	99.401977
61069	錦鯉	1	527194	99.402166
61070	閻惜姣	1	527195	99.402355
61071	閻錫山	1	527196	99.402544
61072	閻羅	1	527197	99.402733
61073	閻羅王	1	527198	99.402922
61074	隨之	1	527199	99.403111
61075	隨手之勞	1	527200	99.403300
61076	隨州志	1	527201	99.403489
61077	隨身帶	1	527202	99.403678
61078	隨身袋	1	527203	99.403867
61079	隨身聽	1	527204	99.404056
61080	隨侍在側	1	527205	99.404245
61081	隨俗浮沉	1	527206	99.404434
61082	隨風	1	527207	99.404623
61083	隨員	1	527208	99.404812
61084	隨船	1	527209	99.405001
61085	隨處	1	527210	99.405190
61086	隨筆族	1	527211	99.405379
61087	隨園	1	527212	99.405568
61088	隨意肌	1	527213	99.405757
61089	隨感	1	527214	99.405946
61090	隨葬	1	527215	99.406135
61091	隨葬品	1	527216	99.406324
61092	隨駕	1	527217	99.406513
61093	隨縣	1	527218	99.406702
61094	隨興	1	527219	99.406891
61095	險坡	1	527220	99.407080
61096	險急	1	527221	99.407269
61097	險要	1	527222	99.407458
61098	險象橫生	1	527223	99.407647
61099	險路	1	527224	99.407836
61100	雕花	1	527225	99.408025
61101	雕割	1	527226	99.408214
61102	雕塑品	1	527227	99.408403
61103	雕塑家	1	527228	99.408592
61104	雕漆	1	527229	99.408781
61105	霎那	1	527230	99.408970
61106	霎時	1	527231	99.409159
61107	霖園飯店	1	527232	99.409348
61108	霍夫剛	1	527233	99.409537
61109	霍伯	1	527234	99.409726
61110	霍伯定律	1	527235	99.409915
61111	霍梅尼	1	527236	99.410104
61112	霍然	1	527237	99.410293
61113	霍赫特公司	1	527238	99.410482
61114	霍霍	1	527239	99.410671
61115	霓虹雀鯛	1	527240	99.410860
61116	靜和醫院	1	527241	99.411049
61117	靜定	1	527242	99.411238
61118	靜宜園	1	527243	99.411427
61119	靜居	1	527244	99.411616
61120	靜物素描	1	527245	99.411805
61121	靜候	1	527246	99.411994
61122	靜脈注射	1	527247	99.412183
61123	靜肅	1	527248	99.412372
61124	靜雅	1	527249	99.412561
61125	靜躺	1	527250	99.412750
61126	靜靜地	1	527251	99.412939
61127	靜觀	1	527252	99.413128
61128	靜觀其變	1	527253	99.413317
61129	頰部	1	527254	99.413506
61130	頰囊	1	527255	99.413695
61131	頸子	1	527256	99.413884
61132	頸圈	1	527257	99.414073
61133	頸部淋巴結	1	527258	99.414262
61134	頸間	1	527259	99.414451
61135	頸項	1	527260	99.414640
61136	頸腺	1	527261	99.414829
61137	頸環雙鋸齒蓋魚	1	527262	99.415018
61138	頻生	1	527263	99.415207
61139	頻道量	1	527264	99.415396
61140	頷首	1	527265	99.415585
61141	頭大	1	527266	99.415774
61142	頭寸	1	527267	99.415963
61143	頭皮洗劑	1	527268	99.416152
61144	頭皮針頭	1	527269	99.416341
61145	頭份國小	1	527270	99.416530
61146	頭形	1	527271	99.416719
61147	頭角	1	527272	99.416908
61148	頭兒	1	527273	99.417097
61149	頭枕	1	527274	99.417286
61150	頭肩圖	1	527275	99.417475
61151	頭重腳輕	1	527276	99.417664
61152	頭條	1	527277	99.417853
61153	頭盔	1	527278	99.418042
61154	頭圍	1	527279	99.418231
61155	頭殼	1	527280	99.418420
61156	頭痛病	1	527281	99.418609
61157	頭痛欲裂	1	527282	99.418798
61158	頭暈暈	1	527283	99.418987
61159	頭腦體操	1	527284	99.419176
61160	頭號公敵	1	527285	99.419365
61161	頭飾	1	527286	99.419554
61162	頭獎	1	527287	99.419743
61163	頭頸部惡性腫瘤	1	527288	99.419932
61164	頭題	1	527289	99.420121
61165	頭體	1	527290	99.420310
61166	頹倒	1	527291	99.420499
61167	頹唐	1	527292	99.420688
61168	頹然	1	527293	99.420877
61169	頹靡	1	527294	99.421066
61170	頹圮	1	527295	99.421255
61171	頤養	1	527296	99.421444
61172	頤養天年	1	527297	99.421633
61173	餐具袋	1	527298	99.421822
61174	餐風宿露	1	527299	99.422011
61175	餐宴	1	527300	99.422200
61176	餐飲店	1	527301	99.422389
61177	餐飲界	1	527302	99.422578
61178	餐廳秀	1	527303	99.422767
61179	餞行	1	527304	99.422956
61180	餛飩	1	527305	99.423145
61181	餛飩湯	1	527306	99.423334
61182	餡子	1	527307	99.423523
61183	駭人聽聞	1	527308	99.423712
61184	駭怪	1	527309	99.423901
61185	駭浪	1	527310	99.424090
61186	駭聞	1	527311	99.424279
61187	駱駝伕	1	527312	99.424468
61188	駱駝商隊	1	527313	99.424657
61189	駱錦明	1	527314	99.424846
61190	鬨堂大笑	1	527315	99.425035
61191	鮑大可	1	527316	99.425224
61192	鮑伯狄倫	1	527317	99.425413
61193	鮑爾	1	527318	99.425602
61194	鮑爾協會	1	527319	99.425791
61195	鴕鳥蛋	1	527320	99.425980
61196	鴨肉	1	527321	99.426169
61197	鴨票	1	527322	99.426358
61198	鴨掌	1	527323	99.426547
61199	鴨媽媽	1	527324	99.426736
61200	鴨嘴龍	1	527325	99.426925
61201	鴛侶	1	527326	99.427114
61202	默不作聲	1	527327	99.427303
61203	默罕謨德‧侯賽因‧納格迪	1	527328	99.427492
61204	默罕謨德‧莫哈迪辛	1	527329	99.427681
61205	默哀	1	527330	99.427870
61206	默許	1	527331	99.428059
61207	默想	1	527332	99.428248
61208	默默不語	1	527333	99.428437
61209	默默無聞	1	527334	99.428626
61210	默禱	1	527335	99.428815
61211	龍山水社區	1	527336	99.429004
61212	龍山國小	1	527337	99.429193
61213	龍井國小	1	527338	99.429382
61214	龍心大悅	1	527339	99.429571
61215	龍王潭	1	527340	99.429760
61216	龍兄虎弟	1	527341	99.429949
61217	龍生龍，鳳生鳳，老鼠生的會打洞	1	527342	99.430138
61218	龍穴	1	527343	99.430327
61219	龍安	1	527344	99.430516
61220	龍舌蘭	1	527345	99.430705
61221	龍舌蘭酒	1	527346	99.430894
61222	龍行天下	1	527347	99.431083
61223	龍衣	1	527348	99.431272
61224	龍君兒	1	527349	99.431461
61225	龍困淺灘	1	527350	99.431650
61226	龍尾	1	527351	99.431839
61227	龍形	1	527352	99.432028
61228	龍谷	1	527353	99.432217
61229	龍身	1	527354	99.432406
61230	龍邦	1	527355	99.432595
61231	龍邦建設	1	527356	99.432784
61232	龍虎會	1	527357	99.432973
61233	龍虎雙雄	1	527358	99.433162
61234	龍門客棧	1	527359	99.433351
61235	龍柏	1	527360	99.433540
61236	龍飛鳳舞	1	527361	99.433729
61237	龍宮	1	527362	99.433918
61238	龍珠灣	1	527363	99.434107
61239	龍神太子	1	527364	99.434296
61240	龍骨	1	527365	99.434485
61241	龍袍	1	527366	99.434674
61242	龍發堂	1	527367	99.434863
61243	龍隊	1	527368	99.435052
61244	龍德工業區	1	527369	99.435241
61245	龍壁	1	527370	99.435430
61246	龍騰虎躍	1	527371	99.435619
61247	龍鬚	1	527372	99.435808
61248	龍鑾潭	1	527373	99.435997
61249	龜卜	1	527374	99.436186
61250	龜山夜市	1	527375	99.436375
61251	龜山國小	1	527376	99.436564
61252	龜茲國	1	527377	99.436753
61253	龜裂	1	527378	99.436942
61254	優良兒童圖書	1	527379	99.437131
61255	優良店	1	527380	99.437320
61256	優待證	1	527381	99.437509
61257	優柔寡斷	1	527382	99.437698
61258	優異性	1	527383	99.437887
61259	優異獎	1	527384	99.438076
61260	優勝者	1	527385	99.438265
61261	優勝獎	1	527386	99.438454
61262	優惠利率	1	527387	99.438643
61263	優惠票	1	527388	99.438832
61264	優惠價	1	527389	99.439021
61265	優惠證	1	527390	99.439210
61266	優惠關稅	1	527391	99.439399
61267	優等獎	1	527392	99.439588
61268	優越性	1	527393	99.439777
61269	優裕	1	527394	99.439966
61270	優詩美地國家公園	1	527395	99.440155
61271	優詩美地湖	1	527396	99.440344
61272	優詩美地瀑布	1	527397	99.440533
61273	優遊	1	527398	99.440722
61274	優劇場	1	527399	99.440911
61275	優質	1	527400	99.441100
61276	償付	1	527401	99.441289
61277	償命	1	527402	99.441478
61278	償金	1	527403	99.441667
61279	儡傀	1	527404	99.441856
61280	儲戶	1	527405	99.442045
61281	儲水	1	527406	99.442234
61282	儲訓	1	527407	99.442423
61283	儲貨會	1	527408	99.442612
61284	儲貨業	1	527409	99.442801
61285	儲運	1	527410	99.442990
61286	儲滿	1	527411	99.443179
61287	儲蓄率	1	527412	99.443368
61288	儲藏室	1	527413	99.443557
61289	勵志	1	527414	99.443746
61290	勵志小品	1	527415	99.443935
61291	勵志詩	1	527416	99.444124
61292	勵志電影	1	527417	99.444313
61293	勵馨社會福利基金會	1	527418	99.444502
61294	嚎啕大哭	1	527419	99.444691
61295	嚐到	1	527420	99.444880
61296	嚐新	1	527421	99.445069
61297	嚐盡	1	527422	99.445258
61298	嚐嚐	1	527423	99.445447
61299	嚐鮮	1	527424	99.445636
61300	嚅嚅	1	527425	99.445825
61301	嚇利俄斯	1	527426	99.446014
61302	嚇退	1	527427	99.446203
61303	嚇嚇叫	1	527428	99.446392
61304	壓力計	1	527429	99.446581
61305	壓出	1	527430	99.446770
61306	壓光機	1	527431	99.446959
61307	壓死	1	527432	99.447148
61308	壓住	1	527433	99.447337
61309	壓抑感	1	527434	99.447526
61310	壓卷	1	527435	99.447715
61311	壓迫感	1	527436	99.447904
61312	壓軸好戲	1	527437	99.448093
61313	壓傷	1	527438	99.448282
61314	壓歲盤	1	527439	99.448471
61315	壓路機	1	527440	99.448660
61316	壓逼	1	527441	99.448849
61317	壓電感應板	1	527442	99.449038
61318	壓製	1	527443	99.449227
61319	壓箱底	1	527444	99.449416
61320	壓縮比	1	527445	99.449605
61321	壓縮保存袋	1	527446	99.449794
61322	壓鑄式車門	1	527447	99.449983
61323	壓鑄業	1	527448	99.450172
61324	嬰兒床	1	527449	99.450361
61325	嬰兒車	1	527450	99.450550
61326	嬰兒食品	1	527451	99.450739
61327	嬰兒膏	1	527452	99.450928
61328	嬰兒潮	1	527453	99.451117
61329	幫人	1	527454	99.451306
61330	幫凶	1	527455	99.451495
61331	幫個忙	1	527456	99.451684
61332	幫會	1	527457	99.451873
61333	彌月	1	527458	99.452062
61334	彌勒	1	527459	99.452251
61335	彌新	1	527460	99.452440
61336	彌補式控制方法	1	527461	99.452629
61337	彌撒	1	527462	99.452818
61338	徽幟	1	527463	99.453007
61339	徽幫	1	527464	99.453196
61340	應用文	1	527465	99.453385
61341	應收	1	527466	99.453574
61342	應考	1	527467	99.453763
61343	應昌期基金會	1	527468	99.453952
61344	應能	1	527469	99.454141
61345	應接	1	527470	99.454330
61346	應接不暇	1	527471	99.454519
61347	應援	1	527472	99.454708
61348	應答	1	527473	99.454897
61349	應答聲	1	527474	99.455086
61350	應運	1	527475	99.455275
61351	應選	1	527476	99.455464
61352	應聲	1	527477	99.455653
61353	應聲而倒	1	527478	99.455842
61354	應證	1	527479	99.456031
61355	應變記	1	527480	99.456220
61356	懇談會	1	527481	99.456409
61357	懇請	1	527482	99.456598
61358	懇親會	1	527483	99.456787
61359	戲文	1	527484	99.456976
61360	戲如人生	1	527485	99.457165
61361	戲事	1	527486	99.457354
61362	戲服	1	527487	99.457543
61363	戲耍	1	527488	99.457732
61364	戲院公會	1	527489	99.457921
61365	戲雪	1	527490	99.458110
61366	戲棚板	1	527491	99.458299
61367	戲筆	1	527492	99.458488
61368	戲路	1	527493	99.458677
61369	戲團	1	527494	99.458866
61370	戲臺	1	527495	99.459055
61371	戲劇界	1	527496	99.459244
61372	戲劇家	1	527497	99.459433
61373	戲劇張力	1	527498	99.459622
61374	戲劇節	1	527499	99.459811
61375	戲劇團	1	527500	99.460000
61376	戲劇營	1	527501	99.460189
61377	戲緣	1	527502	99.460378
61378	戲論	1	527503	99.460567
61379	戴克拉克	1	527504	99.460756
61380	戴孝	1	527505	99.460945
61381	戴秀娟	1	527506	99.461134
61382	戴花	1	527507	99.461323
61383	戴美玉	1	527508	99.461512
61384	戴高帽子	1	527509	99.461701
61385	戴望舒	1	527510	99.461890
61386	戴雪	1	527511	99.462079
61387	戴勝鳥	1	527512	99.462268
61388	戴帽子	1	527513	99.462457
61389	戴華光案	1	527514	99.462646
61390	戴黑紗	1	527515	99.462835
61391	戴奧辛	1	527516	99.463024
61392	戴瑞明	1	527517	99.463213
61393	戴雷昂	1	527518	99.463402
61394	戴毅	1	527519	99.463591
61395	戴憑傳	1	527520	99.463780
61396	擊出	1	527521	99.463969
61397	擊打	1	527522	99.464158
61398	擊垮	1	527523	99.464347
61399	擊破	1	527524	99.464536
61400	擊帶處	1	527525	99.464725
61401	擊傷	1	527526	99.464914
61402	擊鼓	1	527527	99.465103
61403	擊劍	1	527528	99.465292
61404	擊壤歌	1	527529	99.465481
61405	擠入	1	527530	99.465670
61406	擠公車	1	527531	99.465859
61407	擠奶	1	527532	99.466048
61408	擠身	1	527533	99.466237
61409	擠身國際	1	527534	99.466426
61410	擠迫	1	527535	99.466615
61411	擠破	1	527536	99.466804
61412	擠掉	1	527537	99.466993
61413	擠裂	1	527538	99.467182
61414	擠縮	1	527539	99.467371
61415	擦手	1	527540	99.467560
61416	擦地	1	527541	99.467749
61417	擦槍	1	527542	99.467938
61418	擦鞋童	1	527543	99.468127
61419	擬人化	1	527544	99.468316
61420	擬出	1	527545	99.468505
61421	擬旨	1	527546	99.468694
61422	擬真	1	527547	99.468883
61423	擬設	1	527548	99.469072
61424	擬造	1	527549	99.469261
61425	擬態	1	527550	99.469450
61426	擬態作用	1	527551	99.469639
61427	擬稿	1	527552	99.469828
61428	擬燈蛾	1	527553	99.470017
61429	擬議	1	527554	99.470206
61430	斂財	1	527555	99.470395
61431	斃命	1	527556	99.470584
61432	檀香山	1	527557	99.470773
61433	檔次	1	527558	99.470962
61434	檢制	1	527559	99.471151
61435	檢查委員會	1	527560	99.471340
61436	檢查門	1	527561	99.471529
61437	檢查線	1	527562	99.471718
61438	檢疫	1	527563	99.471907
61439	檢肅貪瀆	1	527564	99.472096
61440	檢察	1	527565	99.472285
61441	檢察總長	1	527566	99.472474
61442	檢驗單	1	527567	99.472663
61443	檢驗費	1	527568	99.472852
61444	檢驗器	1	527569	99.473041
61445	檐口	1	527570	99.473230
61446	氈殿	1	527571	99.473419
61447	濱刺麥	1	527572	99.473608
61448	濱海快速公路	1	527573	99.473797
61449	濱鷸	1	527574	99.473986
61450	濟世	1	527575	99.474175
61451	濟世救人	1	527576	99.474364
61452	濟南	1	527577	99.474553
61453	濟業電子	1	527578	99.474742
61454	濟濟多士	1	527579	99.474931
61455	濛濛亮	1	527580	99.475120
61456	濫名	1	527581	99.475309
61457	濫捕	1	527582	99.475498
61458	濫殺	1	527583	99.475687
61459	濫發	1	527584	99.475876
61460	濫觴	1	527585	99.476065
61461	澀谷	1	527586	99.476254
61462	澀感	1	527587	99.476443
61463	澀澀	1	527588	99.476632
61464	濕地	1	527589	99.476821
61465	濕式口罩	1	527590	99.477010
61466	濕意	1	527591	99.477199
61467	濕滑	1	527592	99.477388
61468	濕穀子	1	527593	99.477577
61469	濕濕	1	527594	99.477766
61470	濮議之爭	1	527595	99.477955
61471	濰坊	1	527596	99.478144
61472	燧石	1	527597	99.478333
61473	營友	1	527598	99.478522
61474	營火晚會	1	527599	99.478711
61475	營收額	1	527600	99.478900
61476	營利額	1	527601	99.479089
61477	營址	1	527602	99.479278
61478	營求	1	527603	99.479467
61479	營建股	1	527604	99.479656
61480	營帳	1	527605	99.479845
61481	營救	1	527606	99.480034
61482	營造公會	1	527607	99.480223
61483	營造廠	1	527608	99.480412
61484	營業用	1	527609	99.480601
61485	營業執照	1	527610	99.480790
61486	營業處	1	527611	99.480979
61487	營盤址	1	527612	99.481168
61488	營養口糧	1	527613	99.481357
61489	營謀	1	527614	99.481546
61490	燦坤	1	527615	99.481735
61491	燦坤企業	1	527616	99.481924
61492	燦亮	1	527617	99.482113
61493	燦然	1	527618	99.482302
61494	燦然大備	1	527619	99.482491
61495	燦燦	1	527620	99.482680
61496	燦耀	1	527621	99.482869
61497	燭心	1	527622	99.483058
61498	燭光晚餐	1	527623	99.483247
61499	燭龍	1	527624	99.483436
61500	燠躁	1	527625	99.483625
61501	爵士鼓	1	527626	99.483814
61502	牆身	1	527627	99.484003
61503	牆垣	1	527628	99.484192
61504	牆柱	1	527629	99.484381
61505	牆裙	1	527630	99.484570
61506	牆體	1	527631	99.484759
61507	獲利性	1	527632	99.484948
61508	獲救率	1	527633	99.485137
61509	獲準	1	527634	99.485326
61510	獲聘	1	527635	99.485515
61511	獲邀	1	527636	99.485704
61512	獲贈	1	527637	99.485893
61513	環山	1	527638	99.486082
61514	環工	1	527639	99.486271
61515	環扣	1	527640	99.486460
61516	環局	1	527641	99.486649
61517	環亞飯店	1	527642	99.486838
61518	環保小天使	1	527643	99.487027
61519	環保小局長	1	527644	99.487216
61520	環保心	1	527645	99.487405
61521	環保年	1	527646	99.487594
61522	環保行動計劃	1	527647	99.487783
61523	環保局長	1	527648	99.487972
61524	環保車	1	527649	99.488161
61525	環保署長	1	527650	99.488350
61526	環保購物袋	1	527651	99.488539
61527	環海	1	527652	99.488728
61528	環航	1	527653	99.488917
61529	環球公司	1	527654	99.489106
61530	環球影城	1	527655	99.489295
61531	環湖公路	1	527656	99.489484
61532	環飾	1	527657	99.489673
61533	環境工程	1	527658	99.489862
61534	環境汙染	1	527659	99.490051
61535	環境污染防治	1	527660	99.490240
61536	環境保護署	1	527661	99.490429
61537	環頸雉	1	527662	99.490618
61538	療方	1	527663	99.490807
61539	療育	1	527664	99.490996
61540	療病	1	527665	99.491185
61541	癌灶	1	527666	99.491374
61542	癌病史	1	527667	99.491563
61543	癌病變	1	527668	99.491752
61544	盪秋千	1	527669	99.491941
61545	瞬息	1	527670	99.492130
61546	瞬息多變	1	527671	99.492319
61547	瞧出	1	527672	99.492508
61548	瞭若指掌	1	527673	99.492697
61549	矯正器	1	527674	99.492886
61550	矯形	1	527675	99.493075
61551	矯治	1	527676	99.493264
61552	矯偽	1	527677	99.493453
61553	矯情	1	527678	99.493642
61554	矯捷	1	527679	99.493831
61555	磷光	1	527680	99.494020
61556	磷粉	1	527681	99.494209
61557	磷脂	1	527682	99.494398
61558	磷酸三鈉	1	527683	99.494587
61559	磺甲硝咪唑	1	527684	99.494776
61560	磺氨藥	1	527685	99.494965
61561	磯釣	1	527686	99.495154
61562	禪功	1	527687	99.495343
61563	禪位	1	527688	99.495532
61564	禪佛教	1	527689	99.495721
61565	禪法	1	527690	99.495910
61566	禪修	1	527691	99.496099
61567	禪堂	1	527692	99.496288
61568	禪詩	1	527693	99.496477
61569	禪語	1	527694	99.496666
61570	禪說	1	527695	99.496855
61571	禪學	1	527696	99.497044
61572	禪機	1	527697	99.497233
61573	禪燈	1	527698	99.497422
61574	禪讓	1	527699	99.497611
61575	簇新	1	527700	99.497800
61576	糠疹	1	527701	99.497989
61577	糞坑	1	527702	99.498178
61578	糞食	1	527703	99.498367
61579	糞穢	1	527704	99.498556
61580	糟油	1	527705	99.498745
61581	糟粕	1	527706	99.498934
61582	糟透了	1	527707	99.499123
61583	糟醃	1	527708	99.499312
61584	糝入	1	527709	99.499501
61585	縮詞	1	527710	99.499690
61586	績效不彰	1	527711	99.499879
61587	績效獎金	1	527712	99.500068
61588	繆思	1	527713	99.500257
61589	縷縷	1	527714	99.500446
61590	縫紉	1	527715	99.500635
61591	縫間	1	527716	99.500824
61592	縫線	1	527717	99.501013
61593	總工程師	1	527718	99.501202
61594	總分數	1	527719	99.501391
61595	總平均	1	527720	99.501580
61596	總目標	1	527721	99.501769
61597	總名	1	527722	99.501958
61598	總收入	1	527723	99.502147
61599	總住院醫師	1	527724	99.502336
61600	總兵	1	527725	99.502525
61601	總局	1	527726	99.502714
61602	總見	1	527727	99.502903
61603	總協	1	527728	99.503092
61604	總協定	1	527729	99.503281
61605	總金額	1	527730	99.503470
61606	總保額	1	527731	99.503659
61607	總指導	1	527732	99.503848
61608	總政治作戰部	1	527733	99.504037
61609	總員額	1	527734	99.504226
61610	總參謀長	1	527735	99.504415
61611	總教練	1	527736	99.504604
61612	總理人	1	527737	99.504793
61613	總產能	1	527738	99.504982
61614	總票數	1	527739	99.505171
61615	總統制	1	527740	99.505360
61616	總統府第一局副局長	1	527741	99.505549
61617	總統府總理紀念周	1	527742	99.505738
61618	總統牌	1	527743	99.505927
61619	總都府	1	527744	99.506116
61620	總隊	1	527745	99.506305
61621	總彙	1	527746	99.506494
61622	總會長	1	527747	99.506683
61623	總經	1	527748	99.506872
61624	總經銷商	1	527749	99.507061
61625	總管理部	1	527750	99.507250
61626	總價額	1	527751	99.507439
61627	總數量	1	527752	99.507628
61628	總熱量	1	527753	99.507817
61629	總編	1	527754	99.508006
61630	總論	1	527755	99.508195
61631	總壇	1	527756	99.508384
61632	總錦標	1	527757	99.508573
61633	總館	1	527758	99.508762
61634	總檢討	1	527759	99.508951
61635	總檢察官	1	527760	99.509140
61636	總檢察長	1	527761	99.509329
61637	總覺得	1	527762	99.509518
61638	總覽	1	527763	99.509707
61639	總覽表	1	527764	99.509896
61640	總體經濟學	1	527765	99.510085
61641	總體檢	1	527766	99.510274
61642	縱切面	1	527767	99.510463
61643	縱令	1	527768	99.510652
61644	縱行	1	527769	99.510841
61645	縱身	1	527770	99.511030
61646	縱放	1	527771	99.511219
61647	縱紋	1	527772	99.511408
61648	縱軸	1	527773	99.511597
61649	縱橫天下	1	527774	99.511786
61650	縱橫四海	1	527775	99.511975
61651	縱橫沙場	1	527776	99.512164
61652	縱騎	1	527777	99.512353
61653	縱觀古今	1	527778	99.512542
61654	繁花錦簇	1	527779	99.512731
61655	繁星	1	527780	99.512920
61656	繁苛	1	527781	99.513109
61657	繁捐	1	527782	99.513298
61658	繁殖季	1	527783	99.513487
61659	繁殖場	1	527784	99.513676
61660	繁殖期	1	527785	99.513865
61661	繁華似錦	1	527786	99.514054
61662	繁蔭	1	527787	99.514243
61663	繁蕪	1	527788	99.514432
61664	繁擾	1	527789	99.514621
61665	繁麗	1	527790	99.514810
61666	繁體字	1	527791	99.514999
61667	罄竹難書	1	527792	99.515188
61668	翳暑	1	527793	99.515377
61669	翼子板	1	527794	99.515566
61670	翼龍類	1	527795	99.515755
61671	聲名遠播	1	527796	99.515944
61672	聲色徵逐場所	1	527797	99.516133
61673	聲明書	1	527798	99.516322
61674	聲東擊西	1	527799	99.516511
61675	聲波	1	527800	99.516700
61676	聲威	1	527801	99.516889
61677	聲息	1	527802	99.517078
61678	聲暉協會	1	527803	99.517267
61679	聲嘶	1	527804	99.517456
61680	聲韻	1	527805	99.517645
61681	聰明相	1	527806	99.517834
61682	聰敏	1	527807	99.518023
